wavelength_nm,dispersion_ps_per_nm_km,gdd_fiber_fs2,gdd_sf11_rod_fs2,gdd_total_fs2,tod_fiber_fs3,pulse_duration_fiber_ps,pulse_duration_fiber_sf11_rod_ps,best_grating_l_eff_cm,best_pulse_duration_grating_fiber_ps
850.0,-117.7,2315709.639897395,0.0,2315709.639897395,808589.9113380704,53.504388164916456,53.504388164916456,47.226890756302524,0.16967475731192252
851.0,-117.31283557805226,2313582.874633727,0.0,2313582.874633727,822206.2676489508,53.45524957707774,53.45524957707774,46.77310924369748,0.15136582284191846
852.0,-116.92578339512535,2311429.5356069654,0.0,2311429.5356069654,832324.7993292446,53.40549700671775,53.40549700671775,46.77310924369748,0.2440558808175178
853.0,-116.53939839674872,2309260.2871128493,0.0,2309260.2871128493,838348.1534199668,53.355376850773425,53.355376850773425,46.31932773109244,0.120062817596512
854.0,-116.15423552845195,2307085.893993651,0.0,2307085.893993651,840208.3287914908,53.305137829289414,53.305137829289414,45.8655462184874,0.2541362608131284
855.0,-115.77084973576453,2304917.2219325816,0.0,2304917.2219325816,837836.7767496755,53.2550309922202,53.2550309922202,45.8655462184874,0.14394645989262805
856.0,-115.3897959642159,2302765.2377481996,0.0,2302765.2377481996,831164.3986298516,53.20530972623216,53.20530972623216,45.411764705882355,0.1893198413051371
857.0,-115.01162915933566,2300641.009688819,0.0,2300641.009688819,820121.5433884398,53.156229761505934,53.156229761505934,45.411764705882355,0.19664818332594777
858.0,-114.63690426665325,2298555.7077269154,0.0,2298555.7077269154,804638.0051891794,53.10804917853859,53.10804917853859,44.957983193277315,0.14259573798470385
859.0,-114.2661762316982,2296520.6038535354,0.0,2296520.6038535354,784643.0209838252,53.06102841494599,53.06102841494599,44.957983193277315,0.2530905609875575
860.0,-113.9,2294547.0723727043,0.0,2294547.0723727043,760876.1251819811,53.01543027226524,53.01543027226524,44.504201680672274,0.12133993165514362
861.0,-113.53871984220955,2292642.4474533624,0.0,2292642.4474533624,737353.7271928474,52.971424205327374,52.971424205327374,44.05042016806723,0.2903680993301776
862.0,-113.18183732946314,2290797.5181668974,0.0,2290797.5181668974,718182.8190317614,52.92879739701954,52.92879739701954,44.05042016806723,0.1235185346952143
863.0,-112.82864335801847,2288998.821905622,0.0,2288998.821905622,704261.5430450405,52.88723879584036,52.88723879584036,43.596638655462186,0.2551195918994538
864.0,-112.47842882413322,2287232.767525215,0.0,2287232.767525215,695677.8891387392,52.84643438047465,52.84643438047465,43.596638655462186,0.13712406021340162
865.0,-112.13048462406508,2285485.6349685327,0.0,2285485.6349685327,692520.5549584688,52.806067151101395,52.806067151101395,43.14285714285715,0.22883293781047337
866.0,-111.78410165407173,2283743.5748894135,0.0,2283743.5748894135,694878.9489826374,52.7658171207018,52.7658171207018,43.14285714285715,0.15348530275357553
867.0,-111.43857081041088,2281992.6082764906,0.0,2281992.6082764906,702843.1936216456,52.72536130636747,52.72536130636747,42.689075630252105,0.20897681153202816
868.0,-111.09318298934018,2280218.6260769977,0.0,2280218.6260769977,716504.1283227719,52.6843737206087,52.6843737206087,42.689075630252105,0.16954241985588753
869.0,-110.74722908711732,2278407.38882058,0.0,2278407.38882058,735953.3126812085,52.64252536266274,52.64252536266274,42.23529411764706,0.19316457549152746
870.0,-110.4,2276544.526243103,0.0,2276544.526243103,760483.159170914,52.599484209802434,52.599484209802434,42.23529411764706,0.18522416418986482
871.0,-110.05098505310959,2274619.530009081,0.0,2274619.530009081,786154.1635625943,52.55500746857255,52.55500746857255,41.78151260504202,0.17930735587653834
872.0,-109.70046728702215,2272637.8060254487,0.0,2272637.8060254487,808938.6796198706,52.50922004163805,52.50922004163805,41.78151260504202,0.20120572566866585
873.0,-109.34892817117742,2270608.823493389,0.0,2270608.823493389,827975.017918106,52.46234071344845,52.46234071344845,41.327731092436984,0.1671207211490129
874.0,-108.9968491750152,2268542.140382082,0.0,2268542.140382082,843200.8672954811,52.414590319420505,52.414590319420505,41.327731092436984,0.21623795049272163
875.0,-108.64471176797518,2266447.4036841295,0.0,2266447.4036841295,854553.422340442,52.366191751839466,52.366191751839466,40.87394957983194,0.15774220629481514
876.0,-108.29299741949717,2264334.3496709866,0.0,2264334.3496709866,861969.3812620833,52.31736996576062,52.31736996576062,40.87394957983194,0.22842139852646753
877.0,-107.94218759902088,2262212.8041483853,0.0,2262212.8041483853,865384.9437568075,52.26835198491055,52.26835198491055,40.42016806722689,0.15202437972633176
878.0,-107.59276377598611,2260092.6827117647,0.0,2260092.6827117647,864735.8088704781,52.21936690758863,52.21936690758863,40.42016806722689,0.23583271465027353
879.0,-107.24520741983255,2257983.991001697,0.0,2257983.991001697,859957.1728564026,52.17064591256862,52.17064591256862,39.96638655462185,0.15066020117528298
880.0,-106.9,2255896.8249593144,0.0,2255896.8249593144,851334.1227589252,52.122422265000075,52.122422265000075,39.96638655462185,0.2366035671323296
881.0,-106.55753994535215,2253839.66141662,0.0,2253839.66141662,840567.1829945676,52.0748918207631,52.0748918207631,39.512605042016816,0.15467483069291593
882.0,-106.2178935224483,2251814.198289392,0.0,2251814.198289392,829394.8548857649,52.028093809928414,52.028093809928414,39.512605042016816,0.2292901850798979
883.0,-105.88104395727184,2249820.4293415025,0.0,2249820.4293415025,818168.3761558238,51.98202808840135,51.98202808840135,39.05882352941177,0.16542811995935933
884.0,-105.54697447580605,2247858.3460875596,0.0,2247858.3460875596,806888.6009383253,51.93669446011844,51.93669446011844,39.05882352941177,0.21384283684532218
885.0,-105.21566830403421,2245927.93778401,0.0,2245927.93778401,795556.3955712364,51.89209267684193,51.89209267684193,38.60504201680672,0.1844491412258062
886.0,-104.88710866793961,2244029.191420244,0.0,2244029.191420244,784172.6386626795,51.84822243795412,51.84822243795412,38.60504201680672,0.1910491611709345
887.0,-104.56127879350561,2242162.091709691,0.0,2242162.091709691,772738.2211575306,51.80508339025178,51.80508339025178,38.15126050420169,0.2132808837810904
888.0,-104.23816190671546,2240326.621080924,0.0,2240326.621080924,761254.0464030524,51.76267512774051,51.76267512774051,38.15126050420169,0.1629606533611399
889.0,-103.91774123355248,2238522.759668759,0.0,2238522.759668759,749721.0302144826,51.720997191429156,51.720997191429156,37.69747899159665,0.25298106967160383
890.0,-103.6,2236750.485305359,0.0,2236750.485305359,738432.6456266723,51.68004906912426,51.68004906912426,37.69747899159665,0.13492166418050833
891.0,-103.2848551654819,2235008.3780470914,0.0,2235008.3780470914,728864.4124593624,51.63979795324127,51.63979795324127,37.2436974789916,0.3040079886824466
892.0,-102.9719586231846,2233289.408700012,0.0,2233289.408700012,722523.6317459936,51.60008143534553,51.60008143534553,37.2436974789916,0.1200392559440913
893.0,-102.66089599973517,2231585.0812311796,0.0,2231585.0812311796,719759.676904622,51.56070321591972,51.56070321591972,37.2436974789916,0.3103538294844235
894.0,-102.35125292176065,2229886.8217553855,0.0,2229886.8217553855,720629.8185291191,51.52146519668541,51.52146519668541,36.78991596638655,0.13617489642711933
895.0,-102.042615015888,2228185.97831532,0.0,2228185.97831532,725191.7709406036,51.48216747552375,51.48216747552375,36.78991596638655,0.24875723380377965
896.0,-101.73456790874434,2226473.8206617427,0.0,2226473.8206617427,733503.694059707,51.442608341396436,51.442608341396436,36.33613445378152,0.18376257448322536
897.0,-101.42669722695668,2224741.5400336487,0.0,2224741.5400336487,745624.1952821142,51.402584269266576,51.402584269266576,36.33613445378152,0.1866769914908912
898.0,-101.11858859715204,2222980.248938437,0.0,2222980.248938437,761612.331356293,51.361889915019624,51.361889915019624,35.88235294117648,0.25045012843296294
899.0,-100.80982764595745,2221180.9809320797,0.0,2221180.9809320797,781527.6102656352,51.32031811038445,51.32031811038445,35.88235294117648,0.13554446496309167
900.0,-100.5,2219334.69039929,0.0,2219334.69039929,798592.7214066583,51.277659857854346,51.277659857854346,35.42857142857143,0.32758754812138896
